gender,mode,acc_phon,phr_phon,fin_phon,l_grand_mean_t,h_grand_mean_t,l_f0_z,h_f0_z,f0_exc_z,lh_slope
F,MYN,L*H,%H L*!H L*H %,%,114,260,-0.974930362116989,0.6220984215413201,1.5970287836583092,31.622
F,MYN,^[L*H],% >H* ^[L*H L%],%,87,321,-0.05106778087279454,3.189415041782732,3.2404828226555265,35.137
F,MYN,^[L*H],% >H* ^[L*H L%],%,86,337,0.009285051067779026,3.621169916434539,3.61188486536676,37.068
F,MYN,^[L*H],% >H* ^[L*H L%],%,84,313,-0.08820798514391724,3.407613741875582,3.495821727019499,36.033
F,MYN,^[L*H],% L*H ^[L*H] %,%,104,313,0.5013927576601663,2.790157845868155,2.2887650882079886,28.237
F,MYN,^[L*H],% >H* ^[L*H] %,%,98,347,0.5431754874651818,3.6908077994428985,3.1476323119777168,34.54
F,MDC,L*H,% L*H L*H %,%,98,320,-2.08916816277678,0.7534410532615202,2.8426092160383,17.838
F,MDC,L*H,% L*H L*H %,%,114,310,-1.4308797127468529,0.6337522441651691,2.064631956912022,16.374
F,MDC,L*H,% L*H L*H %,%,81,330,-1.6463195691202817,1.8485936564931171,3.4949132256133986,19.98
F,MDC,L*H,% L*H L*H %,%,78,299,-0.7067624177139422,1.298025134649917,2.004787552363859,11.473
F,MDC,L*H,% L*H L*H %,%,114,334,-1.7121484141232735,0.968880909634949,2.6810293237582226,18.943
F,MDC,L*H,% (*) L*H %,%,82,273,-1.616397366846196,1.070616397366847,2.687013764213043,25.192
F,MDC,L*H,% (*) L*H %,%,82,288,-1.7061639736684615,2.016157989228007,3.7223219628964683,29.73
F,MDC,L*H,% (*) L*H %,%,93,271,-2.017354877318968,2.4829443447037707,4.500299222022738,43.274
F,MDC,L*H,% (*) L*H %,%,94,278,-2.017354877318968,2.111909036505093,4.129263913824061,35.518
F,MDC,L*H,% (*) L*H %,%,83,289,-2.137043686415319,1.525433871932978,3.6624775583482974,27.282
F,MDC,L*H,% >H* L*H %,%,72,366,-1.5984440454817428,0.879114302812692,2.4775583482944348,15.87
F,MDC,L*H,% >H* L*H %,%,90,398,-1.5565529622980245,1.764811490125672,3.3213644524236967,17.369
F,MDC,L*H,% >H* L*H %,%,82,363,-1.837821663674445,1.3459006582884556,3.1837223219629007,21.86
F,MDC,L*H,% >H* L*H %,%,81,390,-1.4847396768402121,1.0287253141831287,2.5134649910233406,14.336
F,MDC,L*H,% >H* L*H %,%,98,409,-1.7301017354877266,1.4835427887492514,3.2136445242369778,17.442
F,MDQ,L*H,% L*H L*H %,%,76,314,-2.005385996409335,1.3758228605625413,3.3812088569718766,21.689
F,MDQ,L*H,% (*) L*H %,%,96,290,-2.0472770795930533,0.8671454219030509,2.9144225014961043,24.301
F,MDQ,L*H,% (*) L*H %,%,64,314,-1.8976660682226165,0.09515260323160145,1.992818671454218,13.754
F,MDQ,L*H,% L*H L*H %,%,107,319,-2.478156792339911,0.32256134051466273,2.8007181328545734,20.609
F,MDQ,L*H,% L*H L*H %,%,80,284,-3.5613405146618753,0.0353081986834216,3.5966487133452967,22.567
F,MDQ,L*^[H],% (*) L*^[H] %,%,87,256,-1.1855176540993384,4.224416517055654,5.409934171154992,53.881
F,MDQ,L*H,% >H* L*H %,%,101,264,-1.7779772591262653,3.1711549970077835,4.949132256134049,54.531
F,MDQ,L*H,% (*) L*H %,%,113,264,-1.5924596050269308,3.2968282465589467,4.889287851585878,53.458
F,MDQ,L*H,% >H* L*H %,%,106,261,-1.4069419509275878,2.8479952124476364,4.254937163375224,45.32
F,MDQ,L*H,% (*) L*H %,%,100,255,-1.1555954518252527,3.308797127468588,4.464392579293841,42.174
F,MDQ,L*H,% L*H L*H %,%,110,378,-1.5565529622980245,1.5374027528426109,3.0939557151406354,22.915
F,MDQ,L*H,% >H* L*H %,%,89,317,-1.550568521843204,0.885098743267504,2.435667265110708,20.982
F,MDQ,L*H,% L*H L*H %,%,67,389,-1.8737283064033514,1.6271693596648762,3.5008976660682274,18.937
F,MDQ,L*H,% L*H L*H %,%,92,382,-2.2687013764213027,1.6511071214841413,3.9198084979054437,22.959
F,MDQ,L*H,% >H* L*H %,%,126,368,-1.837821663674445,0.9150209455415982,2.752842609216043,20.953
F,MWH,L*H,% H* L*!H L*H %,%,76,319,-1.0598444045481752,1.3818073010173533,2.4416517055655285,16.533
F,MWH,L*H,% H* L*!H L*H %,%,113,298,-1.1675643327348852,1.405745062836627,2.5733093955715125,22.92
F,MWH,L*H,% H* L*!H L*H %,%,106,318,-0.8683423099940116,1.6929982046678682,2.5613405146618797,21.523
F,MWH,L*H,% H* L*!H L*H %,%,114,306,-0.9521244763614566,1.4236983842010802,2.3758228605625367,21.527
F,MWH,L*H,% H* L*!H L*H %,%,107,310,-1.1855176540993384,2.333333333333334,3.518850987432672,29.978
F,MWH,L*H,% >H* L*!H L*H %,%,105,292,-1.299222022740869,1.525433871932978,2.824655894673847,27.868
F,MWH,L*H,% >H* L*!H L*H %,%,110,295,-1.6762417713943758,1.1663674446439245,2.8426092160383005,28.441
F,MWH,L*H,%H >H* L*!H L*H %,%,109,266,-1.191502094554159,1.7289048473967743,2.920406941950933,31.631
F,MWH,L*H,%H >H* L*!H L*H %,%,104,273,-1.2214242968282447,2.135846798324358,3.357271095152603,33.269
F,MWH,L*H,% >H* L*!H L*H %,%,95,285,-1.107719928186714,2.1897067624177176,3.2974266906044316,28.489
F,MWH,L*H,% >H* L*!H L*H %,%,68,360,-0.7127468581687627,1.2860562537402758,1.9988031119090386,14.335
F,MWH,L*H,% >H* L*!H L*H %,%,90,403,-1.1017354877318934,1.3339317773788146,2.435667265110708,14.643
F,MWH,L*H,% >H* L*!H L*H %,%,68,406,-1.1555954518252527,1.5493716337522434,2.704967085577496,14.547
F,MWH,L*H,%H >H* L*!H L*H %,%,82,405,-1.1196888090963466,1.136445242369839,2.2561340514661854,11.721
F,MWH,L*H,% >H* L*!H L*H %,%,93,421,-1.2034709754637916,1.9563135846798356,3.159784560143627,15.345
F,MYN,L*H,% L*H L*H %,%,132,300,-0.9222022740873709,1.5433871932974312,2.465589467384802,22.768
F,MYN,L*H,% >H* L*H %,%,95,322,-0.4015559545182479,3.3447037701974858,3.746259724715734,29.741
F,MYN,L*H,% L*H L*H %,%,131,319,-0.8204667863554728,3.2130460801915017,4.033512866546975,34.373
F,MYN,L*H,% L*H L*H %,%,126,309,-0.3177737881508029,3.165170556552963,3.482944344703766,33.036
F,MYN,L*H,% L*H L*H %,%,109,307,-1.0777977259126283,2.435068821065232,3.51286654697786,28.863
F,MYN,L*H,% (*) L*H %,%,142,288,-0.5751047277079584,2.3752244165170606,2.950329144225019,35.419
F,MYN,L*H,% (*) L*H %,%,130,284,-0.5810891681627705,2.4230999401555993,3.0041891083183696,36.518
F,MYN,L*H,% (*) L*H %,%,102,297,-0.19808497905445174,3.0035906642728936,3.2016756433273454,29.652
F,MYN,L*H,% (*) L*H %,%,105,280,-1.3231597845601426,3.3865948533812125,4.709754637941355,39.736
F,MYN,L*H,% (*) L*H %,%,107,299,-1.1436265709156201,2.4649910233393175,3.6086175942549374,35.406
F,MYN,L*H,% >H* L*H %,%,92,370,-0.5152603231597785,1.9563135846798356,2.4715739078396144,14.637
F,MYN,L*H,% >H* L*H %,%,107,382,-1.1017354877318934,1.3937761819269945,2.495511669658888,16.844
F,MYN,L*H,% >H* L*H %,%,96,318,-0.6648713345302154,1.8067025733093989,2.4715739078396144,21.432
F,MYN,L*H,% >H* L*H %,%,86,372,-0.5092758827049665,2.4590065828845056,2.968282465589472,19.012
F,MYN,L*H,% >H* L*H %,%,78,370,-0.8324356672651054,1.8186714542190314,2.651107121484137,16.993
F,MDC,L*H,% L*H L*H %,%,109,300,-0.9433656957928777,0.6140776699029129,1.5574433656957907,23.871
F,MDC,L*H,% (*) L*H %,%,93,391,-1.2629449838187703,0.8406148867313928,2.1035598705501632,19.667
F,MDC,L*H,% (*) L*H %,%,93,321,-1.2305825242718453,0.9619741100323626,2.192556634304208,25.258
F,MDC,L*H,% (*) L*H %,%,99,341,-1.1092233009708756,0.8972491909385127,2.0064724919093884,23.572
F,MDC,L*H,% L*H L*H %,%,78,329,-1.2305825242718453,1.3098705501618122,2.5404530744336578,25.846
F,MDC,L*H,% L*H L*H %,%,83,270,-1.2629449838187703,1.1278317152103547,2.390776699029125,35.272
F,MDC,L*H,% (*) L*H %,%,104,271,-1.2508090614886727,0.751618122977348,2.0024271844660206,32.104
F,MDC,L*H,% (*) L*H %,%,82,274,-1.4935275080906179,0.5210355987055003,2.014563106796118,23.898
F,MDC,L*H,% (*) L*H %,%,104,292,-1.303398058252425,0.4927184466019432,1.7961165048543681,30.399
F,MDC,L*H,% H* L*H %,%,65,366,-1.1901294498381907,1.0995145631067975,2.289644012944988,17.216
F,MDC,L*H,% >H* L*H %,%,90,433,-1.1982200647249204,1.25728155339806,2.4555016181229803,18.047
F,MDC,L*H,% H* L*H %,%,58,395,-0.7168284789644036,1.766990291262134,2.4838187702265375,16.734
F,MDC,L*H,% (*) L*H %,%,54,371,-0.5469255663430437,1.2411003236245945,1.7880258899676382,12.18
F,MDC,L*H,% (*) L*H %,%,91,393,-0.9555016181229753,1.2491909385113245,2.2046925566342996,15.732
F,MDQ,^[L*H],% (*) ^[L*H] %,%,60,313,0.04368932038835117,3.5024271844660197,3.4587378640776687,38.087
F,MDQ,^[L*H],% L*H ^[L*H] %,%,46,287,-0.05339805825242921,3.7127831715210347,3.766181229773464,39.568
F,MDQ,^[L*H],% (*) ^[L*H] %,%,43,287,0.2580906148867335,3.9312297734627846,3.673139158576051,39.083
F,MDQ,^[L*H],% (*) ^[L*H] %,%,56,311,0.20550161812297554,4.7645631067961185,4.559061488673143,49.071
F,MDQ,^[L*H],% (*) ^[L*H] %,%,32,258,0.17718446601941845,4.873786407766991,4.696601941747573,54.027
F,MDQ,^[L*H],[% (*) L*H %],%,68,265,0.6343042071197402,4.076860841423949,3.442556634304209,49.183
F,MDQ,^[L*H],^[% >H* L*H %],%,23,254,1.2613268608414219,4.182038834951454,2.9207119741100325,37.108
F,MDQ,^[L*H],^[% (*) L*H %],%,33,286,0.6585760517799353,5.05987055016181,4.401294498381875,56.658
F,MDQ,^[L*H],% ^[(*) L*H] L%,L%,61,253,0.24999999999999797,4.0566343042071225,3.8066343042071247,55.406
F,MDQ,^[L*H],% ^[(*) L*H] L%,L%,22,221,1.512135922330097,4.331715210355987,2.81957928802589,42.664
F,MDQ,L*^[H],% (*) L*^[H] %,%,29,332,-0.36893203883495396,4.2224919093851145,4.5914239482200685,36.854
F,MDQ,L*H,% (*) L*H %,%,65,339,-0.5995145631067959,2.187702265372169,2.787216828478965,22.798
F,MDQ,L*H,% (*) L*H %,%,73,357,-0.6197411003236232,2.3495145631067933,2.9692556634304164,26.908
F,MDQ,L*H,% (*) L*H %,%,43,329,-0.4174757281553384,2.406148867313913,2.8236245954692514,24.715
F,MDQ,L*H,% L* L*H %,%,67,360,-0.6763754045307432,2.2119741100323638,2.888349514563107,22.857
F,MWH,L*H,% H* L* L*H %,%,132,333,-0.959546925566343,0.8527508090614904,1.8122977346278333,24.703
F,MWH,L*H,% H* L* L*H %,%,104,290,-1.1699029126213576,0.7677993527508075,1.937702265372165,28.321
F,MWH,L*H,% H* L* L*H %,%,74,324,-1.2022653721682826,1.25728155339806,2.4595469255663422,26.687
F,MWH,L*H,% H* L*!H L*H %,%,61,323,-1.242718446601943,1.1521035598705498,2.3948220064724928,24.752
F,MWH,L*H,% H* L* L*H %,%,53,302,-1.1658576051779956,1.0186084142394825,2.184466019417478,19.847
F,MWH,L*H,% >H* (*) L*H %,%,74,272,-0.822006472491908,2.6165048543689333,3.438511326860841,47.956
F,MWH,L*H,% H* (*) L*H %,%,69,405,-0.8139158576051782,1.7467637540453065,2.5606796116504844,19.943
F,MWH,L*H,% H* L* L*H %,%,83,367,-0.7006472491909382,2.2119741100323638,2.912621359223302,24.829
F,MWH,L*H,% H* (*) L*H %,%,80,342,-0.5631067961165032,2.1148867313915836,2.677993527508087,22.165
F,MWH,L*H,% H* L* L*H %,%,33,348,-0.4417475728155335,1.7508090614886744,2.192556634304208,18.135
F,MWH,L*H,% H* L* L*H %,%,67,351,-0.4417475728155335,2.0987055016181237,2.5404530744336573,19.749
F,MYN,L*H,% L*H L*H %,%,37,292,-0.7734627831715235,2.6974110032362484,3.470873786407772,30.731
F,MYN,L*H,% L*H L*H %,%,50,318,-1.3114886731391604,2.576051779935273,3.8875404530744335,37.618
F,MYN,L*H,% L*H L*H %,%,81,289,-1.1699029126213576,1.564724919093849,2.7346278317152066,31.718
F,MYN,L*H,% L*H L*H %,%,76,312,-1.121359223300973,1.621359223300969,2.742718446601942,29.726
F,MYN,L*H,% L*H L*H %,%,62,331,-1.242718446601943,1.1318770226537225,2.3745954692556657,22.044
F,MYN,L*H,% (*) L*H %,%,102,253,-0.7896440129449831,0.6504854368932056,1.4401294498381887,26.003
F,MYN,L*H,% (*) L*H %,%,78,291,-0.817961165048546,1.115695792880257,1.933656957928803,25.665
F,MYN,L*H,% L* L*H %,%,72,291,-0.8381877022653733,1.2127831715210375,2.0509708737864107,25.481
F,MYN,L*H,% >H* L*H %,%,94,276,-1.0809061488673126,1.4352750809061496,2.516181229773462,41.652
F,MYN,L*H,% L* L*H %,%,91,258,-1.0768608414239507,0.6666666666666651,1.7435275080906156,31.405
F,MYN,L*H,% (*) L*H %,%,69,334,-1.0566343042071176,1.3260517799352773,2.382686084142395,19.896
F,MYN,L*H,% (*) L*H %,%,51,350,-0.8462783171521031,1.3786407766990296,2.224919093851133,18.453
F,MYN,L*H,% (*) L*H %,%,57,357,-0.8948220064724932,1.2330097087378649,2.127831715210358,15.801
F,MYN,L*H,% (*) L*H %,%,50,373,-0.7936893203883508,1.4150485436893223,2.208737864077673,17.304
F,MYN,L*H,% (*) L*H %,%,66,342,-0.9110032362459528,1.3705501618123,2.2815533980582527,18.629
M,MDC,L*H,%L H* L*H %,%,62,267,-1.224931506849316,0.7750684931506832,1.9999999999999991,44.664
M,MDC,L*H,% (*) L*H %,%,69,292,-0.8852054794520572,1.407945205479451,2.293150684931508,48.809
M,MDC,L*H,% (*) L*H %,%,46,280,-0.942739726027398,0.813424657534245,1.756164383561643,34.682
M,MDC,L*H,% (*) L*H %,%,59,285,-0.5263013698630155,1.1750684931506854,1.7013698630137009,33.419
M,MDC,L*H,% (*) L*H %,%,23,300,-0.7290410958904113,1.3284931506849287,2.05753424657534,36.809
M,MDC,L*H,% >H* L*H %,%,20,224,-1.0824657534246596,0.7257534246575346,1.8082191780821941,47.866
M,MDC,L*H,% (*) L*H %,%,17,240,-0.9208219178082203,0.7284931506849293,1.6493150684931495,32.428
M,MDC,L*H,% (*) L*H %,%,13,259,-1.3975342465753422,0.18876712328766931,1.5863013698630115,33.775
M,MDC,L*H,% (*) L*H %,%,30,237,-0.7756164383561652,0.7997260273972594,1.5753424657534247,36.93
M,MDC,L*H,% (*) L*H %,%,80,270,-1.3947945205479475,0.04630136986301286,1.4410958904109603,36.723
M,MDC,L*H,% H* L*H %,%,22,316,-0.6194520547945233,0.6956164383561648,1.315068493150688,21.396
M,MDC,L*H,% H* L*H %,%,30,353,-0.7345205479452087,0.7887671232876687,1.5232876712328776,26.783
M,MDC,L*H,% (*) L*H %,%,61,323,-0.6660273972602772,0.9805479452054777,1.6465753424657548,28.401
M,MDC,L*H,% H* L*H %,%,43,365,-0.7536986301369877,0.8572602739726002,1.6109589041095878,19.675
M,MDC,L*H,% (*) L*H %,%,51,435,-0.7701369863013718,0.9230136986301369,1.6931506849315088,24.627
M,MDQ,^[L*H],% L*H ^[L*H] %,%,51,264,-0.27698630136986574,2.2271232876712306,2.5041095890410965,52.13
M,MDQ,^[L*H],% L*H ^[L*H] %,%,59,298,-0.36739726027397485,2.059999999999998,2.4273972602739726,43.268
M,MDQ,^[L*H],% L*H ^[L*H] %,%,30,301,-0.40027397260273934,1.8106849315068478,2.210958904109587,34.661
M,MDQ,^[L*H],% L*H ^[L*H] %,%,54,283,-0.32082191780822095,1.8408219178082177,2.1616438356164385,41.515
M,MDQ,^[L*H],% (*) ^[L*H] %,%,67,292,-0.26328767123287633,1.8408219178082177,2.104109589041094,45.868
M,MDQ,^[L*H],% L*H ^[L*H] %,%,50,270,-0.4715068493150695,1.5558904109589047,2.027397260273974,48.728
M,MDQ,^[L*H],% L*H ^[L*H] %,%,72,219,-0.10164383561644091,1.4024657534246574,1.5041095890410983,55.432
M,MDQ,L*^[H],% H* L*^[H] %,%,27,323,-1.0441095890410979,2.6846575342465733,3.728767123287671,65.17
M,MDQ,L*^[H],% >H* L*^[H] %,%,18,326,-0.5153424657534247,2.8764383561643823,3.391780821917807,55.738
M,MDQ,L*^[H],% H* L*^[H] %,%,20,316,-0.1646575342465751,3.128493150684931,3.293150684931506,53.306
M,MDQ,L*^[H],% H* L*^[H] %,%,2,294,-0.3071232876712354,2.9010958904109585,3.208219178082194,54.186
M,MDQ,^[L*H],% H* ^[L*H] %,%,26,301,-0.1482191780821948,2.4654794520547934,2.6136986301369882,47.844
M,MWH,L*H,% ^[H*] !H* L*H %,%,55,260,-1.060547945205482,1.0435616438356157,2.104109589041098,48.14
M,MWH,L*H,% H* !H* L*H %,%,85,288,-0.9564383561643834,0.9832876712328764,1.9397260273972599,41.878
M,MWH,L*H,% H* !H* L*H %,%,44,269,-1.033150684931507,1.0216438356164381,2.0547945205479454,39.868
M,MWH,L*^[H],% H* !H* L*^[H] %,%,65,321,-0.7263013698630166,1.865479452054794,2.5917808219178107,44.94
M,MWH,L*H,% ^[H*] !H* L*H %,%,48,313,-1.0221917808219203,1.7202739726027387,2.742465753424659,43.751
M,MWH,L*H,% H* L*!H L*H %,%,66,266,-1.3235616438356173,0.9476712328767093,2.2712328767123267,55.727
M,MWH,L*H,% H* !H* L*H %,%,60,262,-1.3947945205479475,0.6517808219178057,2.0465753424657533,52.331
M,MWH,L*H,% ^[H*] !H* L*H %,%,57,269,-1.4304109589041105,0.7832876712328752,2.2136986301369856,46.703
M,MWH,L*H,% H* !H* L*H %,%,65,252,-1.3509589041095922,0.6106849315068491,1.9616438356164414,51.01
M,MWH,L*H,% H* !H* L*H %,%,68,268,-1.2413698630137002,0.7230136986301359,1.964383561643836,50.28
M,MWH,L*H,% H* !H* L*H %,%,58,404,-1.0221917808219203,1.5147945205479443,2.536986301369865,34.617
M,MWH,L*H,% H* >H* L*H %,%,34,403,-1.2112328767123306,1.3421917808219181,2.553424657534249,38.227
M,MWH,L*H,% H* !H* L*H %,%,55,405,-0.8961643835616441,1.517534246575343,2.413698630136987,40.498
M,MWH,L*H,% H* !H* L*H %,%,34,389,-1.0824657534246596,1.791506849315069,2.8739726027397285,39.62
M,MWH,L*H,% H* !H* L*H %,%,44,392,-1.2797260273972622,1.325753424657534,2.605479452054796,39.986
M,MYN,^[L*H],% >H* ^[L*H] %,%,71,287,-0.02219178082191865,1.8408219178082177,1.8630136986301364,39.838
M,MYN,^[L*H],% (*) ^[L*H] %,%,58,179,-0.1646575342465751,0.8873972602739699,1.052054794520545,38.247
M,MYN,^[L*H],% L*H ^[L*H] %,%,48,315,-0.6002739726027404,1.5805479452054771,2.1808219178082178,38.828
M,MYN,^[L*H],% (*) ^[L*H] %,%,42,290,-0.6249315068493168,1.4298630136986286,2.0547945205479454,37.887
M,MYN,^[L*H],% L*H ^[L*H] %,%,28,318,-0.6906849315068495,1.4216438356164365,2.112328767123286,33.812
M,MYN,^[L*H],% H* ^[L*H] %,%,35,239,-0.5372602739726023,1.553150684931506,2.0904109589041084,48.036
M,MYN,^[L*H],% (*) ^[L*H] %,%,41,266,-0.5454794520547944,1.4134246575342444,1.9589041095890387,40.331
M,MYN,^[L*H],% (*) ^[L*H] %,%,71,254,-0.7673972602739731,1.3668493150684904,2.1342465753424635,58.992
M,MYN,L*H,% (*) L*H %,%,29,233,-0.7536986301369877,1.1832876712328735,1.9369863013698612,47.391
M,MYN,L*H,% (*) L*H %,%,27,271,-0.5619178082191786,1.2271232876712328,1.7890410958904113,39.143
M,MYN,L*H,% >H* L*H %,%,16,361,-0.29890410958904334,1.6161643835616442,1.9150684931506876,27.515
M,MYN,L*H,% >H* L*H %,%,32,381,-0.24958904109589078,1.7969863013698624,2.0465753424657533,34.657
M,MYN,L*^[H],% (*) L*^[H] %,%,45,348,-0.3153424657534275,1.799726027397257,2.1150684931506847,38.511
M,MYN,L*H,% >H* L*H %,%,54,355,-0.16191780821918034,1.564109589041093,1.7260273972602733,31.94
M,MYN,L*H,% (*) L*H %,%,69,375,-0.3016438356164381,1.59972602739726,1.9013698630136981,31.034
M,MDC,L*H,% H* L*H %,%,73,279,-1.6839690278176083,0.7880699741898494,2.472039002007458,57.615
M,MDC,L*H,% H* L*H %,%,62,283,-1.2652710065959254,0.9658732434757656,2.231144250071691,50.222
M,MDC,L*H,% H* L*H %,%,51,279,-1.531975910524806,0.6963005448809857,2.228276455405792,41.735
M,MDC,L*H,% H* L*H %,%,58,264,-1.4545454545454553,0.4984227129337538,1.952968167479209,42.092
M,MDC,L*H,% H* L*H %,%,75,260,-1.6151419558359634,0.35790077430456113,1.9730427301405244,52.469
M,MDC,L*H,% H* L*H %,%,29,226,-1.3082879265844558,0.9400630914826514,2.2483510180671074,49.715
M,MDC,L*H,% H* L*H %,%,51,248,-1.302552337252653,1.2641238887295674,2.5666762259822207,61.02
M,MDC,L*H,% >H* L*H %,%,32,235,-1.357040435904789,1.0748494407800415,2.4318898766848305,48.082
M,MDC,L*H,% >H* L*H %,%,45,223,-1.1735015772870658,1.0977917981072562,2.271293375394322,52.415
M,MDC,L*H,% >H* L*H %,%,56,191,-1.2021795239460835,1.1121307714367652,2.3143102953828487,64.179
M,MDC,L*H,% H* L*H %,%,167,370,-1.2021795239460835,1.1637510754230016,2.365930599369085,32.352
M,MDC,L*H,% H* L*H %,%,35,355,-1.4344708918841398,1.2555205047318612,2.689991396616001,36.976
M,MDC,L*H,% H* L*H %,%,40,340,-1.6380843131631784,1.2354459420705497,2.873530255233728,48.362
M,MDC,L*H,% H* L*H %,%,68,323,-1.5377114998566088,0.8683682248351035,2.406079724691712,39.708
M,MDC,L*H,% H* L*H %,%,71,365,-1.4660166332090607,0.9257241181531427,2.3917407513622035,36.93
M,MDQ,^[L*H],% >H* ^[L*H] %,%,21,264,-0.6200172067679931,2.118726699168341,2.7387439059363343,51.459
M,MDQ,^[L*H],% >H* ^[L*H] %,%,5,266,-0.18124462288500287,2.325207915113279,2.506452537998282,44.656
M,MDQ,^[L*H],% >H* ^[L*H] %,%,13,278,-0.23573272153713873,2.2506452537998274,2.486377975336966,44.562
M,MDQ,^[L*H],% >H* ^[L*H] %,%,19,255,-0.10668196157155144,2.1301978778319466,2.236879839403498,41.754
M,MDQ,^[L*H],% >H* ^[L*H] %,%,17,266,-0.24720390020074412,2.611987381703471,2.859191281904215,51.498
M,MDQ,^[L*H],% >H* ^[L*H] %,%,26,228,-0.6974476627473479,2.3624892457700026,3.0599369085173507,68.205
M,MDQ,^[L*H],% >H* ^[L*H] %,%,16,239,-0.7433323774017776,1.975336965873245,2.7186693432750224,58.011
M,MDQ,^[L*H],% >H* ^[L*H] %,%,29,238,-0.7748781187266987,1.9954115285345564,2.7702896472612553,62.06
M,MDQ,^[L*H],% >H* ^[L*H] %,%,9,198,-0.42500716948666456,2.3911671924290245,2.816174361915689,59.195
M,MDQ,^[L*H],% >H* ^[L*H] %,%,15,216,-0.5597935187840545,2.0843131631775167,2.644106681961571,60.252
M,MDQ,^[L*H],% >H* ^[L*H] %,%,8,292,-0.3762546601663314,3.102380269572698,3.4786349297390293,55.211
M,MDQ,^[L*H],% >H* ^[L*H] %,%,23,333,-0.5798680814453661,2.5202179523946073,3.1000860338399736,43.688
M,MDQ,^[L*H],% >H* ^[L*H] %,%,30,338,-0.872383137367365,2.1875537711499855,3.0599369085173507,44.823
M,MDQ,^[L*H],% >H* ^[L*H] %,%,22,319,0.4468024089475213,2.835675365643821,2.3888729566963,38.671
M,MDQ,^[L*H],% >H* ^[L*H] %,%,24,350,-0.01491253226268784,2.629194149698883,2.644106681961571,36.239
M,MWH,L*H,% H* !H* L*H %,%,39,278,-1.2996845425867498,0.8024089475193581,2.1020934901061077,42.956
M,MWH,L*H,% H* !H* L*H %,%,34,261,-1.7126469744766257,0.6905649555491831,2.403211930025809,50.523
M,MWH,L*H,% H* (*) L*H %,%,83,277,-1.4201319185546308,1.0088901634642962,2.429022082018927,62.905
M,MWH,L*H,% H* (*] L*H %,%,112,276,-1.4115285345569248,0.34356180097505234,1.7550903355319771,51.829
M,MWH,L*H,% H* (*) L*H %,%,60,274,-1.4660166332090607,0.8454258675078886,2.3114425007169492,53.102
M,MWH,L*H,% H* L*!H L*H %,%,27,254,-1.7814740464582746,1.2727272727272734,3.054201319185548,61.768
M,MWH,L*H,% H* !H* L*H %,%,22,223,-1.8273587611127042,0.8913105821623183,2.7186693432750224,54.944
M,MWH,L*H,% H* !H* L*H %,%,15,248,-1.7040435904789197,0.9085173501577305,2.61256094063665,50.3
M,MWH,L*H,% H* (*) L*H %,%,28,253,-1.8503011184399192,0.9830800114711779,2.833381129911097,55.599
M,MWH,L*H,% H* (*) L*H %,%,31,261,-1.967880699741897,0.32635503297964014,2.2942357327215372,49.027
M,MWH,L*H,% H* (*) L*H %,%,30,329,-1.4545454545454553,1.9638657872096354,3.4184112417550905,48.888
M,MWH,L*H,% H* * L*H %,%,51,348,-1.4545454545454553,0.9113851448236299,2.365930599369085,33.924
M,MWH,L*H,% H* * L*H %,%,49,329,-1.4975623745339817,0.9228563234872393,2.420418698021221,38.658
M,MWH,L*H,% H* * L*H %,%,42,349,-1.4143963292228283,0.928591912819042,2.34298824204187,35.722
M,MWH,L*H,% H* (*) L*H %,%,11,322,-1.7413249211356474,0.547175222254087,2.2885001433897343,34.514
M,MYN,L*H,% >H* L*H %,%,27,256,-0.7433323774017776,1.332950960711212,2.0762833381129897,41.043
M,MYN,^[L*H],% >H* ^[L*H] %,%,38,287,-0.20992256954402044,1.6799541152853468,1.889876684829367,35.579
M,MYN,L*H,% >H* L*H %,%,16,246,-0.8551763693719527,0.9371952968167481,1.7923716661887008,35.743
M,MYN,^[L*H],% >H* ^[L*H] %,%,-5,266,-0.10381416690564806,1.3788356753656457,1.4826498422712937,27.3
M,MYN,^[L*H],% >H* ^[L*H] %,%,30,264,-0.7806137080585013,1.2928018353885848,2.0734155434470862,39.986
M,MYN,^[L*H],% >H* ^[L*H] %,%,19,205,-0.4106681961571558,1.9609979925437362,2.371666188700892,60.427
M,MYN,^[L*H],% >H* ^[L*H] %,%,15,211,-0.5856036707771728,1.8462862059076577,2.4318898766848305,56.601
M,MYN,^[L*H],% >H* ^[L*H] %,%,15,198,-0.32463435618009895,2.285058789790652,2.6096931459707506,61.035
M,MYN,^[L*H],% >H* ^[L*H] %,%,18,213,-0.4938342414683092,2.227702896472613,2.721537137940922,55.634
M,MYN,^[L*H],% H* ^[L*H] %,%,23,224,-0.6572985374247208,1.5164898193289351,2.173788356753656,46.981
M,MYN,^[L*H],% H* ^[L*H] %,%,16,354,-0.8264984227129352,2.2104961284772005,3.0369945511901357,46.007
M,MYN,L*H,% >H* L*H %,%,54,372,-1.015772870662461,1.5308287926584478,2.5466016633209088,37.852
M,MYN,L*H,% >H* L*H %,%,32,332,-0.562661313449958,2.144536851161459,2.707198164611417,41.859
M,MYN,L*H,% >H* L*H %,%,39,351,-1.2394608546028112,0.7651276168626344,2.0045884714654454,32.77
M,MYN,L*H,% >H* L*H %,%,21,318,-0.16690564955549,2.365357040435906,2.5322626899913963,47.898
